Unnamed: 0,Semester Year Name Concat,Enrollment Cnt,Course Subject Short Nm,Course Number,Section Nbr,Crs Rpt College Schl Shrt Nm,Major
0,2017 Spring,1,Industrial Eng & Ops Rsch,192,1,Clg of Engineering,mcb cell physiology
1,2017 Spring,1,Molecular & Cell Biology,104,1,Clg of Letters & Science,mcb cell physiology
2,2017 Spring,1,Public Health,150D,1,School of Public Health,mcb cell physiology
3,2017 Spring,1,Public Health,150E,1,School of Public Health,mcb cell physiology
